CodigoExterno,Nombre,CodigoEstado,FechaCierre,Estado,Descripcion
3269-6-LQ25,SISTEMA DE ESPECTRORADIOMETRÍA PORTÁTIL S.A. 91,6,2025-08-14T12:00:00,Cerrada,"Se requiere la adquisición de un sistema de Espectro radiometría Portátil de alta performance para el desarrollo de actividades de CalVal y aplicaciones de percepción remota, conforme a las Bases Administrativas, Técnicas y anexos adjuntos."
3274-23-LE25,ADQUISICION DE MOBILIARIO REPOL ATF,5,2025-08-22T09:00:00,Publicada,"ADQUSICION DE MOBILIARIO PARA NUEVO CUARTEL REPOL, CON ARMADO Y DESPACHO EN LA CIUDAD DE ANTOFAGASTA"
3290-10-LE25,REPARACION CALDERA E INSTALACION EQUPOS CLIMA,8,2025-08-13T10:00:00,Adjudicada,REPARACION CALDERA A PELLETS E INSTALACION EQUIPOS SPLIT CASETTE EN COMPLEJO POLICIAL PDI ANGOL
3290-11-LE25,PROVISIÓN EQUIPOS SPLIT CASSETTE PDI ARAUCANIA,8,2025-08-13T10:00:00,Adjudicada,PROVEER EQUPOS SPLIT CASSETTE PARA COMPLEJO POLICIAL PREFECTURA MALLECO
3319-7-LE25,ADQUISICIÓN MOBILIARIO PARA UUDD REPOL BIOBIO,5,2025-08-21T15:00:00,Publicada,"ADQUISICION DE MOBILIARIO PARA UNIDADES DEPENDIENTES DE LA REPOL BIOBIO, CONFORME A BASES ADMINISTRATIVAS, ESPECIFICACIONES TECNICAS Y ANEXOS ADJUNTOS."
3320-12-LE25,S.A. Nro. 115127-EMGFA-CONJ. MAYOR CIRCUITO AGUA F,6,2025-08-14T12:00:00,Cerrada,"SE REQUIERE CONTRATAR UNA EMPRESA CALIFICADA Y DEL RUBRO, PARA LA REALIZACIÓN DE UN MANTENIMIENTO CORRECTIVO PARA EL CONJUNTO MAYOR DEL CIRCUITO DE AGUA FRÍA DEL SISTEMA DE CLIMATIZACIÓN DEL EDIFICIO CORPORATIVO DE LA FUERZA AÉREA DE CHILE."
3326-49-LE25,ADQUISICIÓN DE EQUIPAMIENTO TECNOLÓGICO PARA EL DEPARTAMENTO DE TRANSPORTES L.3 CON CARGO AL FONDO ROTATIVO DE ABASTECIMIENTO F.O.R.A.  SEGÚN BASES TÉCNICAS Y ADMINISTRATIVAS.,7,2025-08-14T12:38:22.463,Desierta (o art. 3 ó 9 Ley 19.886),"ADQUISICIÓN DE EQUIPAMIENTO TECNOLÓGICO PARA EL DEPARTAMENTO DE TRANSPORTES (L.3), CON CARGO AL FONDO ROTATIVO DE ABASTECIMIENTO (F.O.R.A.), SEGÚN BASES TÉCNICAS Y ADMINISTRATIVAS."
3333-22-LP25,CONS. PATIO TECHADO CLUB DEPORTIVO LA CAMPANA,8,2025-07-21T15:01:00,Adjudicada,"CONSTRUCCIÓN PATIO TECHADO CLUB DEPORTIVO LA CAMPANA, OLMUÉ"
3333-26-LP25,REPOSICIÓN SEDE JUNTA DE VECINOS CAJON GRANDE,6,2025-08-14T13:00:00,Cerrada,"REPOSICIÓN SEDE JUNTA DE VECINOS CAJON GRANDE, OLMMUÉ"
3333-27-LP25,CONST. BAÑOS CAMARINES Y CIERRE PERIMETRAL,6,2025-08-14T15:01:00,Cerrada,"CONST. BAÑOS CAMARINES Y CIERRE PERIMETRAL CLUB DEPORTIVO LA DORMIDA, OLMUÉ"
3334-29-LE25,Fármacos e insumos CESFAM La Unión agosto 2025,5,2025-08-21T09:00:00,Publicada,Que el Departamento de Salud de La Unión requiere adquirir Fármacos e insumos para abastecer Bodega y los diferentes dispositivos dependientes del Dpto. de Salud La Unión
3360-3-L125,Auditoría Preliminar o de Ensayo más la Auditoría Certificación bajo la Norma ISO 9001:2015 para la Dirección de Finanzas del Ejército,8,2025-07-30T15:00:00,,
3365-6-LE25,adq. serv. de reparacion gran bandera Concepción,5,2025-08-21T19:00:00,Publicada,"El objetivo es suscribir un contrato con persona natural o jurídica, para el servicio de reparación del sistema de izamiento del mástil de la Bandera Bicentenario, de la ciudad de Concepción."
3375-6-LE25,Mantenimiento y Reposición Cripta Gral. Baquedano,15,2025-08-14T18:02:55.447,Revocada,"La Comandancia General de la Guarnición de Ejército de la Región Metropolitana y Comando de Industria Militar e Ingeniería, se encuentra en la necesidad de realizar el “Servicio de Mantenimiento y Reposición de Placa Conmemorativa de la Cripta del General Manuel Baquedano”"
3378-40-LR25,SERVICIO DE ARRIENDO DE EQUIPOS DE COMUNICACIONES PARA LA RED CORPORATIVA DEL HOSPITAL MILITAR DE SANTIAGO” POR 60 MESES,8,2025-07-07T16:00:00,Adjudicada,"Que, el “Servicio de arriendo de equipos de comunicaciones para la red Corporativa del Hospital Militar de Santiago”, por un periodo de 60 meses, es requerido para renovar el actual parque de equipos, el cual está instalado desde al año 2007 y con su vida útil terminada."
3378-58-LE25,ADQUISICIÓN DE LICENCIAS DE MENSAJERÍA KERIO_CONNECT PARA SISTEMA DE CORREO DEL HOSPITAL MILITAR DE SANTIAGO POR 12 MESES,5,2025-08-22T16:00:00,Publicada,ADQUISICIÓN DE LICENCIAS DE MENSAJERÍA KERIO_CONNECT PARA SISTEMA DE CORREO DEL HOSPITAL MILITAR DE SANTIAGO POR 12 MESES
3399-15-L125,Servicio de suministro de empanadas de pino para el personal del Regimiento N.° 16 “Talca,5,2025-08-22T20:25:00,,
3409-11-LE25,servicio de estudio de mecánica de suelos,6,2025-08-14T18:00:00,Cerrada,Contratación del servicio de estudio de mecánica de suelos asociados al proyecto de reposición de dos BOXES del Destacamento. Por un monto disponible de 19.440.978 IVA incluido.
3416-70-LE25,MANTENIMIENTO Y REPARACIÓN DE DEPENDENCIA EN PICHICUY,8,2025-08-04T16:30:00,Adjudicada,La Escuela Militar requiere el “Servicio de normalización del tendido eléctrico y mantenimiento y reparación de las dependencias de descanso y alimentación de instructores del Centro de Instrucción y Entrenamiento Pichicuy”
3416-76-LE25,PRODUCCIÓN DE EVENTOS DEPORTIVOS,8,2025-08-13T15:05:00,Adjudicada,"La Escuela Militar cuenta con una Sección de Educación Física, que tiene la necesidad de contar con el Servicio de Producción de Eventos Deportivos para el Inter escuelas de Tenis, Tiro al Blanco y Pentatlón Militar."
3436-91-LP25,Ajuar ingreso - mochila 90 litros CC 1100065012,5,2025-09-03T15:00:00,Publicada,Implementar el ajuar de ingreso de los alumnos
3443-30-LE25,Actualización Plan de Desarrollo Comunal.-,6,2025-08-14T15:00:00,Cerrada,Cumplimiento a la Ley Orgánica de Municipalidades con el objetivo de dar inicio al proceso de planificación para el periodo 2026-2030.-
3443-32-LE25,Plan de Acción Comunal de Cambio Climático.-,5,2025-08-25T15:55:00,Publicada,"Elaborar un Plan de Acción Comunal de Cambio Climático para la Comuna de Purranque, conforme a Bases Técnicas.-"
3447-169-LE25,Servicio de Alimentación para Programas Sociales,6,2025-08-14T10:00:00,Cerrada,"Proveer el servicio de alimentación diario desayuno, almuerzo y cena con el fin de garantizar la entrega oportuna, segura, higiénica y adecuada de raciones alimenticias, conforme a los requerimientos nutricionales y estándares sanitarios vigentes, contribuyendo así a mejorar las condiciones de vida y bienestar de la población atendida por dichos programas."
3447-185-LE25,Ampliación Bodega Alimentos Dr. Hector Reyno,5,2025-08-29T10:00:00,Publicada,"Art. 4º La Municipalidad de Alto Hospicio, llama a Licitación Pública a los proveedores del rubro, la cual tiene por finalidad ampliar y optimizar la infraestructura destinada al almacenamiento de alimentos e insumos esenciales para la ejecución de los programas de apoyo nutricional PNAC y PACAM del CESFAM Dr. Héctor Reyno"
3460-10-LE25,REEMPLAZO DE TECHUMBRE DE CASINO DE SUBOFICIALES,5,2025-08-21T12:30:00,Publicada,"SERVICIO DE REEMPLAZO DE TECHUMBRE EN COMEDOR, SALÓN PANORÁMICO Y TERRAZA DEL CASINO DE SUBOFICIALES DEL REGIMIENTO LOGÍSTICO N 3 VICTORIA"
3469-46-E225,REPARACION CUBIERTA  HALL ACCESO EDIFICIO SECPLA,8,2025-08-04T16:00:00,Adjudicada,"LICITACION PRIVADA REPARACION CUBIERTA HALL ACCESO EDIFICIO SECPLA , CHANCO."
3474-36-LE25,ADQUISICION DE MATERIALES Y ARTICULOS DE OFICINA,15,2025-08-14T17:00:44.777,Revocada,SEGUN LO SOLICITADO EN ANEXOS ADJUNTO
3474-37-LE25,ARRIENDO DE IMPRESORAS MULTIFUNCIONALES,15,2025-08-14T17:05:39.38,Revocada,SEGUN LO SOLICITADO EN ANEXOS
3477-52-LE25,“COMPRA DE MATERIALES DE CONSTRUCCIÓN PARA PROGRAM,8,2025-07-14T16:00:00,Adjudicada,“COMPRA DE MATERIALES DE CONSTRUCCIÓN PARA PROGRAMA DE MANTENCIÓN COMUNAL”
3477-61-LE25,“CONTRATACIÓN DE SERVICIOS PARA CELEBRACIÓN DE LAS,5,2025-08-22T16:00:00,Publicada,“CONTRATACIÓN DE SERVICIOS PARA CELEBRACIÓN DE LAS TRADICIONES CHILENAS MUNICIPALIDAD DE VILCÚN”
3479-33-LP25,MEJORAMIENTO MULTICANCHA Y EEPP SECTOR JARDIN 2,8,2025-06-17T13:00:00,Adjudicada,"El objeto del proceso es generar las condiciones técnicas y económicas que permitan contratar la opción más conveniente para ejecutar el proyecto de obra ubicada en calle Los Chilcos esquina Los juncos sin número, sector Jardín 2, Población 15 De Septiembre, ciudad de Calbuco, destinado al mejoramiento de la Multicancha interviniendo el espacio deportivo de 518 metros cuadrados aproximadamente."
3479-67-LE25,Materiales Electricos Reparacion Alumbrado Publico,6,2025-08-14T12:00:00,Cerrada,DIRECCION DE OPERACIONES Y OBRAS MENORES SP N 93
3494-16-LQ25,PROYECTO CONSERVACION ESCUELA FEYENTUN,7,2025-08-14T16:17:28.703,Desierta (o art. 3 ó 9 Ley 19.886),"En el marco de las presentes Bases, la Municipalidad de Vilcún requiere la “CONSERVACIÓN INFRAESTRUCTURA ESCUELA ESPECIAL FEYENTÚN DE VILCÚN"
3501-6-LE25,EXTERNALIZACIÓN DE CANASTA DE EXÁMENES CLINICOS,6,2025-08-14T18:00:00,Cerrada,"El objetivo de la presente licitación es contratar un servicio externo para la externalización de análisis de exámenes de laboratorio clínico del Centro de Salud Familiar CESFAM de Quinta de Tilcoco, con el fin de garantizar una atención oportuna, eficiente y de calidad a los usuarios del establecimiento. Actualmente, el Departamento de Salud de Quinta de Tilcoco, a través de la Unidad de Laboratorio, realiza directamente un conjunto definido de xámenes incluidos en la canasta de prestaciones de Atención Primaria de Salud APS. Sin embargo, existen ciertos exámenes que, debido a su baja demanda o a la necesidad de equipamiento especializado y de elevado costo, no se efectúan en las dependencias del CESFAM y son solicitados ocasionalmente por el equipo médico o clínico. Por esta razón, la externalización del servicio tiene como objetivo optimizar los plazos de respuesta ante dichas solicitudes, hacer un uso más eficiente de los recursos disponibles, reducir los tiempos de entrega de resultados y asegurar el cumplimiento de los estándares técnicos y normativos establecidos por la autoridad sanitaria. Asimismo, esta medida permitirá fortalecer la capacidad resolutiva del CESFAM, enfocando los recursos humanos y técnicos internos en la atención directa de los pacientes, mientras un proveedor externo se encarga de la realización de los análisis clínicos con criterios de calidad, trazabilidad, confidencialidad y cumplimiento de plazos."
3502-41-LE25,CAPACITACIONES Y GIRAS TÉCNICAS PDTI 2025,6,2025-08-14T15:00:00,Cerrada,CAPACITACIONES Y GIRAS TÉCNICAS PDTI 2025 U.O COMUNAL TRAIGUÉN
3502-47-LE25,MATERIALES E INSUMOS PARA TALLERES PDTI,5,2025-08-22T15:00:00,Publicada,MATERIALES E INSUMOS PARA TALLERES PDTI U.O COMUNAL TRAIGUÉN 2025
3505-6-LE25,IMPLEMENTACION DE REFUERZO PROVISORIO DE FIJACION,8,2025-08-08T15:10:00,Adjudicada,Los presentes requerimientos han sido elaborados por la Dirección de Obras Municipales de la comuna de Pencahue en función del proyecto “IMPLEMENTACION DE REFUERZO PROVISORIO DE FIJACION DE VIDRIO FACHADAS EDIFICIO CONSISTORIAL ILUSTRE MUNICIPALIDAD DE PENCAHUE”.
3506-62-LE25,DIA MUNDIAL DEL FOLCLORE,5,2025-08-25T15:30:00,Publicada,"El presente servicio consiste, en Contratar los servicios para la realización de un evento Por la celebración del día mundial del folclore, evento denominado “DIA MUNDIAL DEL FOLCLORE”, que se realizarán desde el día 01 al 06 de septiembre del 2025 en el Anfiteatro, sector plaza Carlos Condell, comuna de Tocopilla."
3506-63-LQ25,DIDECO ESPECTACULO ANIVERSARIO TOCOPILLA 2025,5,2025-09-03T10:00:00,Publicada,"Contratar un servicio integral de producción de espectáculo público masivo “ESPECTACULO DE VISPERA Y ANIVERSARIO DE TOCOPILLA” a celebrarse los días 27 y 28 de septiembre de 2025. El servicio incluye: contratación de artistas nacionales géneros urbanos y cumbia, montaje de escenografía, pantallas LED, sistemas de sonido profesional e iluminación, generación de animación y efectos especiales, seguridad del público y artistas, logística general transporte, horarios, catering para invitados y artistas, suministro de sillas, baños químicos y demás equipamiento necesario detallado en las bases técnicas. La empresa adjudicada asumirá la ejecución total del show: desde la planificación y pruebas previas sonido, luces, recorridos hasta la limpieza final del recinto tras el evento."
3507-23-LQ25,Leasing operativo de 5 camionetas,6,2025-08-14T13:00:00,Cerrada,"El Departamento de Salud Municipal, requiere adquirir la contratación del servicio de leasing operativo para proveer a la institución de vehículos que permitan el desplazamiento de los equipos de salud y administrativos."
3512-46-LE25,ADQUISICIÓN DE ALIMENTOS ABARROTES Y PANADERÍA PARA LA MUNICIPALIDAD DE ILLAPEL,6,2025-08-14T15:30:00,Cerrada,"Convenio de suministro por la adquisición de abarrotes, alimentos perecibles, no perecibles, frutas, verduras y panadería para la municipalidad de Illapel"
3512-48-L125,IMPLEMENTACIÓN Y DECORACIÓN BIBLIOTECA MUNICIPAL,5,2025-08-21T15:30:00,Publicada,ARTICULOS PARA IMPLEMENTACIÓN Y DECORACIÓN DE ESPACIO EN BIBLIOTECA MUNICIPAL EN CASA DE LA CULTURA DE ILLAPEL
3520-20-LQ25,CONSERVACIÓN MUSEO HISTÓRICO Y ETNOGRÁFICO CIUDAD DE DALCAHUE,5,2025-09-15T15:30:00,Publicada,"CONSERVACIÓN MUSEO HISTÓRICO Y ETNOGRÁFICO, CIUDAD DE DALCAHUE, DE ACUERDO A BASES ADMINISTRATIVAS GENERALES Y ESPECIALES, ESPECIFICACIONES TÉCNICAS, ANEXOS, PLANOS Y DEMÁS ANTECEDENTES ADJUNTOS"
3524-7-LE25,SERVICIO DE LIMPIEZA DE ALCANTARILLADO Y CAMARAS,6,2025-08-14T11:00:00,Cerrada,"Artículo 1º: OBJETO Las presentes Bases Administrativas regulan el llamado a propuesta pública, por parte de la División de Ingenieros, en adelante “entidad licitante” o “DIVINGE”, para la contratación del “Servicio de limpieza de alcantarillado y cámaras desgrasadoras”, ubicada en calle Santo Domingo 3317, comuna de Quinta Normal, región Metropolitana."
3536-10-LE25,SERVICIO DE LAVANDERÍA PARA LA ESCING,7,2025-08-14T16:34:02.34,Desierta (o art. 3 ó 9 Ley 19.886),"SERVICIO DE LAVANDERÍA PARA EL PERSONAL DE LA ESCUELA DE INGENIEROS DEL EJÉRCITO, EN CONFORMIDAD A LAS BASES ADMINISTRATIVAS, TÉCNICAS Y ANEXOS SOLICITADOS."
3540-85-L125,"Lubricantes (pm.945,945,1004)",6,2025-08-14T11:00:00,,
3563-11-LE25,ADQUISICION DE CONTAINER PARA DSM,6,2025-08-14T17:00:00,Cerrada,ADQUISICION DE CONTAINER (MODULARES) PARA HABILITAR AREAS ADMINISTRATIVAS Y CLINICAS EN DEPTO. DE SALUD MUNICIPAL. TEODORO SCHMIDT. SEGUN LO INDICADO EN B.A.E APROBADAS POR DAE N° 1161 DEL 25.07.2025
3563-8-LE25,ENDOSCOPIAS DIGESTIVAS RESOLUTIVIDAD 2025,7,2025-08-14T12:58:53.627,Desierta (o art. 3 ó 9 Ley 19.886),"SERVICIOS DE EXAMENES DE ENDOSCOPIAS PARA PACIENTES EN LISTA DE ESPERA DE LOS CENTROS DE SALUD DE LA COMUNA, SEGUN BAE Y TERMINOS DE REFERENCIAS EN ADJUNTO. PROG. RESOLUTIVIDAD AÑO 2025"
3563-9-LE25,FARMACOS PROGRAMA FOFAR 2025,8,2025-07-02T16:08:00,Adjudicada,"ADQUISICION DE FARMACOS ABASTECIMIENTO BODEGA COMUNAL DSM. PROGRAMA FOFAR 2025, ITEM MEDICAMENTOS"
3567-28-LE25,APLICACION MATERIAL PETREO COMUNA DE FLORIDA,6,2025-08-14T10:00:00,Cerrada,"LA PRESENTE LICITACION TIENE POR OBJETO EL SUMINISTRO Y APLICACION DE MATERIAL PETREO PARA FAENAS DE RECEBO BASE ESTABILIZADA DE 1 12 PARA LOS SECTORES DE; TALERMO, COPIULEMU, CAIPO Y GRANERILLOS DE LA COMUNA DE FLORIDA."
3572-19-LQ25,equipamiento médicos  rehabilitación  y otros,8,2025-08-05T15:00:00,Adjudicada,"equipamiento, médicos, rehabilitación y otros, para Cesfam de Trovolhue, comuna de Carahue."
3573-29-LE25,ADQUISICIÓN Y ENTREGA DE MATERIALES DE CONSTRUCCIÓN PARA 10 VIVIENDAS DE EMERGENCIAS,6,2025-08-14T15:00:00,Cerrada,"AYUDAR A FAMILIAS QUE SUFRAN LA PÉRDIDA DE US VIVIENDAS, YA SEA, MEDIANTE INCENDIOS, CATASTROFES NATURALES, ININDACIONES, ETC EN LA COMUNA DE PANGUIPULLI"
3588-36-LQ25,SERV. MEJORAMIENTO-MANTENCIÓN ALUMBRADO PUBLICO.,5,2025-08-25T15:30:00,Publicada,"CONTAR CON EL SERVICIO MEJORAMIENTO Y MANTENCIÓN ALUMBRADO PÚBLICO, ORNAMENTAL, ÁREAS VERDES, RECINTOS Y ACTIVIDADES MUNICIPALES, DE LA COMUNA DE YUNGAY."
3595-15-LE25,Servicio de Transporte Nivelación Escolar,8,2025-08-11T15:00:00,Adjudicada,"Las presentes bases administrativas generales tienen como objetivo reglamentar el llamado a licitación pública para la ejecución de actividad denominada “SERVICIO DE TRANSPORTE: NIVELACION ESCOLAR 2025” Según lo propuesto en las presentes bases, los que serán detallados en el Artículo Nº 29, de las presentes bases."
3596-37-LE25,PRODUCCIÓN DE EVENTO ACTIVIDAD – PASANDO AGOSTO,5,2025-08-22T09:30:00,Publicada,"La Ilustre Municipalidad de Papudo, llama a Licitación Pública a través del portal www.mercadopublico.cl, para la contratación de los servicios de producción de evento para llevar a cabo la actividad recreativa y cultural, denominada “Pasando Agosto 2025” con el fin de conmemorar y enaltecer a nuestros adultos mayores de la comuna."
359-88-LE25,CONTRATACION SEGURO AUTOMOTRIZ,8,2025-07-25T16:00:00,Adjudicada,El Instituto Nacional del Cáncer requiere contratar seguros para los vehículos de transporte de personas y para las ambulancias disponibles para dar cobertura a las solicitudes del instituto en el menor tiempo posible de manera de garantizar una rápida cobertura
3603-44-LE25,SERVICIO DE LIMPIEZA DE FOSAS SEPTICAS Y POZOS DIF,6,2025-08-14T14:28:00,Cerrada,"Se requiere servicio de limpieza de fosas sépticas en diferentes sectores de la comuna de Mulchén, y garantizar mediante servicio y maquinaria especializada la extracción de los residuos acumulados para prevenir problemas de salud y malos olores, los residuos extraídos deberán ser transportados a plantas de tratamiento autorizadas para su disposición final."
3608-27-LE25,Adquisición de filtros varios para vehículos municipales,6,2025-08-14T15:21:00,Cerrada,"Adquisición de filtros para camionetas, bus, furgones y camiones de propiedad municipal. Se adjuntan bases administrativas/técnicas y anexos para completar."
3608-28-LE25,Servicio de producción de eventos para actividades de Fiestas Patrias 2025,5,2025-08-25T15:41:00,Publicada,Servicio de producción de eventos para actividades de Fiestas Patrias 2025. Se adjuntan bases administrativas/técnicas y anexos para completar.
3614-26-LE25,CAMBIO DE PISOS PSR DIAGUITAS PERALILLO Y EL MOLLE,5,2025-08-25T15:00:00,Publicada,"EL DEPARTAMENTO DE SALUD DE VICUÑA REQUIERE LOS SERVICIOS DE CAMBIO DE PISOS INTERIORES DE LAS POSTAS DE SALUD RURAL DE DIAGUITAS, PERALILLO Y EL MOLLE DE ACUERDO CON ESPECIFICACIONES TÉCNICAS."
3621-39-LE25,COMPRA DE IMPLEMENTOS DEPORTIVOS,8,2025-08-04T15:00:00,Adjudicada,"COMPRA DE IMPLEMENTOS DEPORTIVOS, VER ANEXO DE BASES ADMINISTRATIVAS, BASES ADMINISTRATIVAS TIPO Y BASES TECNICAS CON LO SOLICITADO."
3621-43-LE25,COMPRA DE MATERIALES ,6,2025-08-14T15:00:00,Cerrada,COMPRA DE MATERIALES PARA STOCK BODEGA MUNICIPAL.
3624-29-LE25,EJECUCION CONSTRUCTIVA PROGRAMA HABITABILIDAD 2024,5,2025-08-22T14:00:00,Publicada,"EJECUCION CONSTRUCTIVA PROGRAMA HABITABILIDAD 2024, SOLICITUD DE PEDIDO 100, PRPGRAMA HABITABILIDAD , DIDECO"
3630-22-L125,Sillón Dental JUNAEB,5,2025-08-25T15:54:00,Publicada,"El servicio corresponde a la compra de un sillón dental instalado, para atenciones del programa JUNAEB, en el marco del convenio entre Junta Nacional de Auxilio Escolar y Becas y la municipalidad de Máfil."
3632-4-LE25,SERVICIO DE OTORRINOLARINGOLOGIA RESOLUTIVIDAD NOG,6,2025-08-14T15:00:00,Cerrada,"SE SOLICITA LA CONTRATACION DE SERVICIO DE OTORRINOLARINGOLOGIA PARA BENEFICIARIOS DEL DEPARTAMENTO DE SALUD NOGALES, CANASTA INTEGRAL PROGRAMA RESOLUTIVIDAD.."
3649-14-LE25,Mejoramiento plaza de armas y poda de árboles diversas calles Quilleco,8,2025-08-12T10:00:00,Adjudicada,Mejoramiento plaza de armas y poda de árboles diversas calles Quilleco
3654-16-LE25,SERVICIO DE MANTENCION PROGRAMADA A VEHICULOS,5,2025-08-29T15:30:00,Publicada,CONTRATACIÓN DEL SERVICIO DE MANTENCIÓN PROGRAMADA DE VEHÍCULOS DE LAS SUCURSALES DEL BANCO DE PRUEBAS DE CHILE Y DEL INSTITUTO DE INVESTIGACIONES Y CONTROL.
3656-102-LE25,SERVICIO DE INSTALACION RED ELECTRICA DE ALIMENTACION PARA FIESTAS PATRIAS AÑO 2025,6,2025-08-14T14:00:00,Cerrada,SERVICIO DE INSTALACION RED ELECTRICA DE ALIMENTACION PARA FIESTAS PATRIAS AÑO 2025
3661-24-L125,CONTRATO DE SUMINISTRO DE FLORISTERIA,6,2025-08-14T15:00:00,,
3663-39-LE25,Contrato suministro Tintas y Toner.,5,2025-08-20T09:01:00,Publicada,El Departamento de Salud de Requinoa requiere generar un contrato de suministro de insumos de tintas y tóner.
3664-29-LE25,ADQUISICIÓN DE ROPA INSTITUCIONAL ESCUELA,8,2025-08-07T12:14:00,Adjudicada,ADQUISICIÓN DE ROPA INSTITUCIONAL ESCUELA BERTA SAAVEDRA
3668-18-LE25,SERVICIO DE SEGURIDAD PRIVADA FIESTA COSTUMBRISTA  CALERA DE TANGO  2025,8,2025-07-28T15:30:00,Adjudicada,"La Ilustre Municipalidad de Calera de Tango, a través de la Dirección de Seguridad Pública, requiere contratar el Servicio de Seguridad Privada para la Fiesta Costumbrista Calera de Tango 2025, en el marco de la realización de esta celebración, la que se llevará a cabo entre los días definidos en el punto I. “Propósito” de las Bases Técnicas."
3671-64-LP25,CONSTRUCCIÓN POZO PROFUNDO SECTOR LAS RAÍCES CHILLÁN VIEJO,5,2025-09-15T15:01:00,Publicada,"La presente licitación tiene como finalidad la Construcción pozo profundo, Sector las Raíces, Chillán Viejo, la cual está ubicada en Camino Real, sector Las Raíces, Chillán Viejo y considera una superficie de 37.5m2. La construcción de la obra contempla principalmente las partidas construcción y habilitación de un pozo profundo de 80 metros de profundidad. Según las bases administrativas y técnicas que se describen."
3673-12-LE25,CAPACITACIONES LICEO JAPA,5,2025-08-25T16:23:00,Publicada,"llamado a Licitación Pública, “CURSO ESTRATEGIAS METODOLOGICAS PARA EL DESARROLLO DE LA LECTOESCRITURA A TRAVES DEL METODO MATTE” Y CURSO DESARROLLO PERSONAL Y TRABAJO COLABORATIVO EN LA COMUNIDAD EDUCATIVA”, PARA DOCENTES DEL LICEO JUAN A. PACHECO ALTAMIRANO”"
3674-3-L125,Suministro de Audiometría y Otros Exámenes.,8,2025-06-17T13:05:00,Adjudicada,"La necesidad de contar con la toma y análisis de exámenes de Audiometría, Impedanciometría y Octavo Par para usuarios de los Centros de Salud de la Comuna."
3676-5-LP25,Reposición Sede D. y S. Alianza Central.,8,2025-07-28T15:30:00,Adjudicada,"La ejecución del presente proyecto contempla la reposición total de la Sede del Club Deportivo y Social Alianza Central de Petorca, mejorando la materialidad de la infraestructura, mejorando las condiciones de espacios, áreas de circulación, servicios básicos, etc., con el objetivo principal de entregar un espacio público que mejore los niveles de calidad de vida ciudadana, con nuevas condiciones, una mayor seguridad, para un desarrollo integral de la comunidad."
3678-17-LE25,ADQUISICIÓN IMPLEMENTOS Y EQUIPAMIENTO DEPORTIVO,5,2025-08-19T17:05:00,Publicada,"Adquirir equipamiento, vestuario e implementación deportiva para la Oficina de Deportes y todos los talleres deportivos, que se ejecutan a través de la Ilustre Municipalidad de Petorca, lo que permita una realización óptima de los deportes y actividades físicas, ayudando a mejorar el rendimiento, la seguridad y la comodidad de los y las participantes."
3679-16-LE25,Uniformes y calzados para funcionarios Salud,5,2025-08-25T15:00:00,Publicada,"Se requiere la compra de uniformes clínicos, administrativos y calzado de seguridad para funcionarios del Departamento de Salud San Esteban"
3681-11-H225,MEJORAMIENTO PLAZOLETA VILLA EL CORAZON COMUNA SAN ESTEBAN,5,2025-09-15T15:00:00,Publicada,"El proyecto “Mejoramiento Plazoleta Villa El Corazón, Comuna San Esteban”, contempla pavimentos interiores con accesibilidad universal y con todos los elementos necesarios de seguridad. Se mejorará el mobiliario urbano haciendo cambio de escaños y se incorporarán basureros. Se instalarán juegos infantiles, incluyendo juegos inclusivos, esta zona se cubrirá el piso con carpeta de caucho. También se instalarán luminarias, mejorando la seguridad y alargando la estadía hasta horas de la noche. También se incorporará un sistema de riego automático el cual cuidará las áreas verdes existentes y la proyectada, otorgando ahorro de agua pero con un riego eficiente."
3686-8-LE25,Contratación Serv. Generación de Proyectos FNDR,6,2025-08-14T09:15:00,Cerrada,"Contratar servicios profesionales especializados, con cargo a presupuesto municipal, para apoyar a la Municipalidad de Salamanca en la formulación, desarrollo y postulación de iniciativas de inversión al Fondo Nacional de Desarrollo Regional FNDR, en sus distintas líneas de financiamiento, contribuyendo al fortalecimiento de la gestión municipal y al cumplimiento de la planificación comunal vigente."
3688-1-LE25,CONVENIO SUMINISTRO LENTES ÓPTICOS UAPO MOVIL,5,2025-08-28T15:00:00,Publicada,"El Departamento de Salud de la Municipalidad de Salamanca necesita adquirir Convenio de Suministro de Lentes Ópticos para los beneficiarios del Convenio Resolutividad en APS, los cuales serán prescritos por la Tecnólogo Médico de Oftalmología."
3690-14-LE25,MEDICAMENTOS FARMACIA COMUNITARIA SEGUNDO SEMESTRE,6,2025-08-14T15:00:00,Cerrada,"La Ilustre Municipalidad de Las Cabras a través del Departamento de salud, requiere la compra de medicamentos. Estos son requeridos para los pacientes inscritos en la farmacia comunitaria para poder dar cumplimiento a sus tratamientos a un precio accesible para ellos, cumpliendo con esto con el objetivo de la farmacia. estos medicamentos son en su mayoría los que no se adjudicaron en la licitación 3690-8-LE25, además de nuevas solicitudes de medicamentos por parte de los pacientes. con estos medicamentos se logrará abastecer la farmacia por un período aproximado de 3 meses lo que va acorde con el tiempo de tratamiento de las recetas inscritas por los usuarios y con el presupuesto disponible para esta compra."
